0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000042e-02 1.000000000000000000e+00
4.000000000000000083e-02 1.000000000000000000e+00
5.999999999999999778e-02 1.000000000000000000e+00
8.000000000000000167e-02 1.000000000000000000e+00
1.000000000000000056e-01 1.000000000000000000e+00
1.199999999999999956e-01 1.000000000000000000e+00
1.400000000000000133e-01 1.000000000000000000e+00
1.600000000000000033e-01 1.000000000000000000e+00
1.799999999999999933e-01 1.000000000000000000e+00
2.000000000000000111e-01 1.000000000000000000e+00
2.200000000000000011e-01 1.000000000000000000e+00
2.399999999999999911e-01 1.000000000000000000e+00
2.600000000000000089e-01 1.000000000000000000e+00
2.800000000000000266e-01 1.000000000000000000e+00
2.999999999999999889e-01 1.000000000000000000e+00
3.200000000000000067e-01 1.000000000000000000e+00
3.400000000000000244e-01 1.000000000000000000e+00
3.599999999999999867e-01 1.000000000000000000e+00
3.800000000000000044e-01 1.000000000000000000e+00
4.000000000000000222e-01 1.000000000000000000e+00
4.199999999999999845e-01 1.000000000000000000e+00
4.400000000000000022e-01 1.000000000000000000e+00
4.600000000000000200e-01 1.000000000000001998e+00
4.799999999999999822e-01 1.000000000000003997e+00
5.000000000000000000e-01 1.000000000000005995e+00
5.200000000000000178e-01 1.000000000000007994e+00
5.400000000000000355e-01 1.000000000000009992e+00
5.600000000000000533e-01 1.000000000000011990e+00
5.799999999999999600e-01 1.000000000000013989e+00
5.999999999999999778e-01 1.000000000000015987e+00
6.199999999999999956e-01 1.000000000000017986e+00
6.400000000000000133e-01 1.000000000000019984e+00
6.600000000000000311e-01 1.000000000000021982e+00
6.800000000000000488e-01 1.000000000000023981e+00
7.000000000000000666e-01 1.000000000000025979e+00
7.199999999999999734e-01 1.000000000000027978e+00
7.399999999999999911e-01 1.000000000000029976e+00
7.600000000000000089e-01 1.000000000000031974e+00
7.800000000000000266e-01 1.000000000000033973e+00
8.000000000000000444e-01 1.000000000000035971e+00
8.200000000000000622e-01 1.000000000000037970e+00
8.399999999999999689e-01 1.000000000000039968e+00
8.599999999999999867e-01 1.000000000000041966e+00
8.800000000000000044e-01 1.000000000000043965e+00
9.000000000000000222e-01 1.000000000000045963e+00
9.200000000000000400e-01 1.000000000000047962e+00
9.400000000000000577e-01 1.000000000000051736e+00
9.599999999999999645e-01 1.000000000000059952e+00
9.799999999999999822e-01 1.000000000000074607e+00
1.000000000000000000e+00 1.000000000000101918e+00
1.020000000000000018e+00 1.000000000000150102e+00
1.040000000000000036e+00 1.000000000000234035e+00
1.060000000000000053e+00 1.000000000000378364e+00
1.080000000000000071e+00 1.000000000000623057e+00
1.100000000000000089e+00 1.000000000001035838e+00
1.120000000000000107e+00 1.000000000001726175e+00
1.140000000000000124e+00 1.000000000002873257e+00
1.159999999999999920e+00 1.000000000004767076e+00
1.179999999999999938e+00 1.000000000007875034e+00
1.199999999999999956e+00 1.000000000012946089e+00
1.219999999999999973e+00 1.000000000021171731e+00
1.239999999999999991e+00 1.000000000034435343e+00
1.260000000000000009e+00 1.000000000055701221e+00
1.280000000000000027e+00 1.000000000089598107e+00
1.300000000000000044e+00 1.000000000143315582e+00
1.320000000000000062e+00 1.000000000227951213e+00
1.340000000000000080e+00 1.000000000360528718e+00
1.360000000000000098e+00 1.000000000567003555e+00
1.380000000000000115e+00 1.000000000886706042e+00
1.400000000000000133e+00 1.000000001378864578e+00
1.419999999999999929e+00 1.000000002132126253e+00
1.439999999999999947e+00 1.000000003278344263e+00
1.459999999999999964e+00 1.000000005012422477e+00
1.479999999999999982e+00 1.000000007620677422e+00
1.500000000000000000e+00 1.000000011521097409e+00
1.520000000000000018e+00 1.000000017320082923e+00
1.540000000000000036e+00 1.000000025891874200e+00
1.560000000000000053e+00 1.000000038488938259e+00
1.580000000000000071e+00 1.000000056894304157e+00
1.600000000000000089e+00 1.000000083630246062e+00
1.620000000000000107e+00 1.000000122242067579e+00
1.640000000000000124e+00 1.000000177681058977e+00
1.660000000000000142e+00 1.000000256817164646e+00
1.679999999999999938e+00 1.000000369119371957e+00
1.699999999999999956e+00 1.000000527549886664e+00
1.719999999999999973e+00 1.000000749725387994e+00
1.739999999999999991e+00 1.000001059401455450e+00
1.760000000000000009e+00 1.000001488325907628e+00
1.780000000000000027e+00 1.000002078462691291e+00
1.800000000000000044e+00 1.000002884462052544e+00
1.820000000000000062e+00 1.000003975933972500e+00
1.840000000000000080e+00 1.000005438315286099e+00
1.860000000000000098e+00 1.000007369324320772e+00
1.880000000000000115e+00 1.000009863848617231e+00
1.900000000000000133e+00 1.000012970628100462e+00
1.919999999999999929e+00 1.000016582583244107e+00
1.939999999999999947e+00 1.000020174160020092e+00
1.959999999999999964e+00 1.000022190500528874e+00
1.979999999999999982e+00 1.000018651600346642e+00
2.000000000000000000e+00 1.000000000000000000e+00
